car,price,body,mileage,engV,engType,registration,year,model,drive
Toyota,28900,crossover,83,3.5,Gas,yes,2012,Highlander,full
Toyota,13300,sedan,152,2,Petrol,yes,2009,Avensis,front
Toyota,12700,sedan,130,2.4,Petrol,yes,2008,Camry,front
Toyota,32000,sedan,22,2.5,Petrol,yes,2015,Camry,front
Toyota,13400,sedan,125,2.4,Petrol,yes,2008,Camry,front
Toyota,12500,sedan,140,3.5,Gas,yes,2007,Camry,front
Toyota,21999,sedan,80,2.5,Other,yes,2012,Camry,front
Toyota,27800,sedan,157,3.5,Petrol,yes,2011,Camry,front
Toyota,10500,sedan,180,3.5,Petrol,yes,2007,Camry,
Toyota,30900,sedan,15,2.5,Petrol,yes,2015,Camry,
Toyota,30950,other,45,4.6,Petrol,yes,2013,Tundra,full
Toyota,25000,crossover,80,4,Gas,yes,2008,FJ Cruiser,full
Toyota,14500,other,82,2,Gas,yes,2007,Rav 4,full
Toyota,12800,sedan,123,3.5,Petrol,yes,2007,Camry,front
Toyota,18800,crossover,105,2,Gas,yes,2011,Rav 4,full
Toyota,10500,sedan,82,NA,Petrol,yes,2010,Corolla,front
Toyota,28900,crossover,83,NA,Petrol,yes,2012,Highlander,full
Toyota,10500,sedan,124,1.8,Petrol,yes,2008,Avensis,front
Toyota,14100,hatch,67,1.6,Petrol,yes,2012,Auris,front
Toyota,13300,sedan,158,2,Gas,yes,2009,Avensis,front
Toyota,18900,crossover,161,2.7,Gas,yes,2005,Land Cruiser Prado,full
Toyota,23200,crossover,160,4,Petrol,yes,2008,Land Cruiser Prado,full
Toyota,30990,crossover,68,2.7,Gas,yes,2012,Land Cruiser Prado,full
Toyota,18600,hatch,73,1.6,Petrol,yes,2013,Auris,front
Toyota,17900,crossover,133,2.7,Gas,yes,2007,Land Cruiser Prado,full
Toyota,16200,crossover,219,2.7,Petrol,yes,2006,Land Cruiser Prado,full
Toyota,0,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,full
Toyota,64000,crossover,128,4.5,Diesel,yes,2013,Land Cruiser 200,full
Toyota,24500,crossover,260,4.7,Gas,yes,2003,Land Cruiser 100,full
Toyota,25800,sedan,58,2.5,Petrol,yes,2015,Camry,
Toyota,23400,sedan,69,2.5,Gas,yes,2014,Camry,front
Toyota,45500,crossover,65,4,Gas,yes,2010,FJ Cruiser,full
Toyota,28500,sedan,16,2.5,Petrol,yes,2015,Camry,front
Toyota,4350,sedan,35,2.2,Gas,yes,1999,Camry,front
Toyota,26250,sedan,17,2.5,Petrol,yes,2015,Camry,front
Toyota,24000,sedan,51,2.5,Gas,yes,2014,Camry,front
Toyota,12300,sedan,135,2.4,Petrol,yes,2006,Camry,front
Toyota,10900,sedan,156,NA,Gas,yes,2005,Camry,front
Toyota,27400,crossover,52,3.5,Gas,yes,2012,Venza,full
Toyota,25500,sedan,58,2.5,Petrol,yes,2015,Camry,front
Toyota,9999,sedan,250,2.4,Petrol,yes,2003,Camry,front
Toyota,15600,sedan,165,3.5,Gas,yes,2008,Camry,front
Toyota,20999,sedan,77,2.5,Gas,yes,2012,Camry,front
Toyota,22800,other,55,2.5,Petrol,yes,2013,Camry,full
Toyota,14900,sedan,149,3.5,Gas,yes,2008,Camry,front
Toyota,20900,crossover,69,2.7,Petrol,yes,2008,Land Cruiser Prado,full
Toyota,20800,crossover,70,2.7,Petrol,yes,2008,Land Cruiser Prado,full
Toyota,32900,crossover,82,2.7,Petrol,yes,2013,Venza,full
Toyota,25000,crossover,115,5.7,Petrol,yes,2007,Tundra,full
Toyota,22999,crossover,152,4,Gas,yes,2008,Land Cruiser Prado,full
Toyota,2499,vagon,254,2,Diesel,no,2000,Avensis,front
Toyota,9900,sedan,130,2.3,Gas,yes,2006,Camry,front
Toyota,14000,sedan,25,2.5,Petrol,yes,2014,Camry,front
Toyota,13000,crossover,149,2,Petrol,yes,2006,Rav 4,full
Toyota,15700,sedan,108,NA,Petrol,yes,2008,Camry,front
Toyota,16672.5,hatch,1,1.6,Petrol,yes,2016,Auris,front
Toyota,15000,crossover,184,2.7,Gas,yes,2005,Land Cruiser Prado,full
Toyota,10200,sedan,180,2.4,Petrol,yes,2003,Camry,front
Toyota,13500,crossover,131,2.4,Gas,yes,2006,Rav 4,full
Toyota,8650,sedan,132,1.6,Petrol,yes,2008,Corolla,front
Toyota,13999,sedan,198,2.4,Gas,yes,2009,Camry,front
Toyota,8900,hatch,140,1.6,Petrol,yes,2008,Auris,front
Toyota,13500,sedan,144,3.5,Gas,yes,2007,Camry,front
Toyota,23499,crossover,174,4,Gas,yes,2008,Land Cruiser Prado,full
Toyota,11999,sedan,147,2.4,Petrol,yes,2010,Camry,front
Toyota,28350,crossover,92,2.2,Diesel,yes,2013,Rav 4,full
Toyota,13699,crossover,160,2,Petrol,yes,2007,Rav 4,full
Toyota,43999,other,1,2.8,Diesel,yes,2016,Hilux,full
Toyota,9300,sedan,170,1.8,Gas,yes,2006,Avensis,front
Toyota,12900,hatch,37,1.4,Petrol,yes,2013,Auris,front
Toyota,8888,sedan,172,1.8,Gas,yes,2005,Avensis,front
Toyota,14900,sedan,106,2.4,Petrol,yes,2008,Camry,front
Toyota,15300,other,116,2.4,Petrol,yes,2009,Camry,front
Toyota,13800,other,160,3.5,Gas,yes,2006,Camry,front
Toyota,24000,crossover,152,4,Gas,yes,2006,Land Cruiser Prado,full
Toyota,7900,sedan,170,3,Petrol,yes,2004,Camry,front
Toyota,21000,crossover,74,2,Petrol,yes,2011,Rav 4,full
Toyota,21999,crossover,69,3.5,Petrol,yes,2008,Highlander,full
Toyota,0,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,full
Toyota,9500,other,90,1.6,Other,yes,2008,Corolla,front
Toyota,12450,sedan,162,3.5,Gas,yes,2007,Camry,front
Toyota,22900,sedan,60,2.5,Petrol,yes,2012,Camry,front
Toyota,31000,crossover,86,2.2,Diesel,yes,2014,Rav 4,full
Toyota,8800,crossover,205,2,Petrol,yes,2002,Rav 4,full
Toyota,8800,sedan,165,1.8,Petrol,yes,2007,Avensis,front
Toyota,8600,sedan,126,1.6,Petrol,yes,2008,Corolla,front
Toyota,14900,other,175,3.5,Gas,yes,2008,Camry,front
Toyota,41900,crossover,89,4.5,Diesel,yes,2012,Land Cruiser 200,full
Toyota,12500,sedan,110,2.4,Gas,yes,2007,Camry,front
Toyota,52500,crossover,43,3,Other,yes,2014,Land Cruiser Prado,full
Toyota,12900,sedan,129,1.8,Petrol,yes,2009,Avensis,front
Toyota,4000,sedan,243,2,Gas,yes,1987,Mark II,rear
Toyota,44700,crossover,120,3.5,Petrol,yes,2013,Venza,full
Toyota,18200,crossover,146,2.7,Gas,yes,2006,Land Cruiser Prado,full
Toyota,0,crossover,43,2.2,Diesel,yes,2013,Rav 4,full
Toyota,0,hatch,28,1.6,Petrol,yes,2014,Auris,front
Toyota,42500,crossover,50,3,Diesel,yes,2012,Land Cruiser Prado,full
Toyota,17800,crossover,220,3,Diesel,yes,2004,Land Cruiser Prado,full
Toyota,38233,other,0,2.4,Diesel,yes,2016,Hilux,full
Toyota,0,crossover,33,2.7,Gas,yes,2012,Venza,full
Toyota,14900,sedan,110,3.5,Petrol,yes,2008,Camry,front
Toyota,32950,other,50,5.7,Petrol,yes,2013,Tundra,full
Toyota,2350,hatch,211,1.3,Petrol,yes,1987,Corolla,front
Toyota,89000,crossover,61,4.5,Diesel,yes,2011,Land Cruiser 200,full
Toyota,8500,sedan,168,1.6,Petrol,yes,2008,Corolla,front
Toyota,45000,crossover,80,4,Petrol,yes,2013,Land Cruiser Prado,full
Toyota,20100,crossover,48,2,Petrol,yes,2012,Rav 4,full
Toyota,30000,crossover,85,2.7,Gas,yes,2010,Land Cruiser Prado,full
Toyota,17835,crossover,240,2.7,Gas,yes,2007,Land Cruiser Prado,full
Toyota,14900,crossover,288,4.7,Gas,yes,2000,Land Cruiser 100,full
Toyota,11707.8,hatch,1,1,Petrol,yes,2016,Yaris,front
Toyota,8200,crossover,212,2,Gas,yes,2003,Rav 4,full
Toyota,9999,sedan,225,3,Gas,yes,2004,Camry,front
Toyota,39900,crossover,94,4,Gas,yes,2010,Land Cruiser Prado,full
Toyota,28000,crossover,95,3.5,Gas,yes,2011,Highlander,full
Toyota,18900,crossover,90,2,Petrol,yes,2010,Rav 4,full
Toyota,14500,sedan,147,2.4,Gas,yes,2006,Camry,front
Toyota,22700,crossover,128,4,Gas,yes,2007,Land Cruiser Prado,full
Toyota,8000,sedan,176,3,Petrol,yes,2002,Camry,front
Toyota,2600,sedan,218,2.2,Petrol,yes,1994,Camry,front
Toyota,10500,hatch,17,1,Petrol,yes,2016,Yaris,front
Toyota,8100,hatch,91,1.6,Petrol,yes,2007,Auris,front
Toyota,28500,crossover,38,2.2,Diesel,yes,2015,Rav 4,full
Toyota,10700,sedan,109,1.8,Petrol,yes,2007,Avensis,front
Toyota,9800,sedan,65,1.6,Petrol,yes,2009,Auris,front
Toyota,10200,sedan,185,1.8,Petrol,yes,2007,Avensis,front
Toyota,8700,hatch,140,NA,Petrol,yes,2008,Auris,front
Toyota,47500,crossover,45,3,Diesel,yes,2014,Land Cruiser Prado,full
Toyota,21200,crossover,135,4,Gas,yes,2007,Land Cruiser Prado,full
Toyota,17595,sedan,131,2,Petrol,yes,2011,Avensis,front
Toyota,0,vagon,160,2.4,Gas,yes,2007,Rav 4,full
Toyota,4500,hatch,207,1.3,Petrol,yes,1995,Corolla,front
Toyota,14300,hatch,60,1.6,Petrol,yes,2013,Auris,front
Toyota,8200,hatch,82,1.3,Petrol,yes,2006,Yaris,front
Toyota,0,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,full
Toyota,17200,sedan,50,1.6,Petrol,yes,2013,Corolla,front
Toyota,8000,hatch,115,1.6,Petrol,yes,2007,Corolla,front
Toyota,2800,other,421,1.3,Gas,yes,1988,Corolla,front
Toyota,7500,hatch,135,1,Petrol,yes,2008,Yaris,
Toyota,3500,sedan,286,1.6,Petrol,yes,2000,Corolla,front
Toyota,10300,sedan,108,1.6,Petrol,yes,2008,Corolla,front
Toyota,14850,hatch,51,1.6,Petrol,yes,2013,Auris,front
Toyota,600,sedan,10,1.5,Petrol,yes,1979,Corolla,rear
Toyota,20500,crossover,225,4.7,Gas,yes,2003,Land Cruiser 100,full
Toyota,9700,sedan,130,NA,Petrol,yes,2008,Corolla,front
Toyota,13500,sedan,158,2.4,Gas,yes,2008,Camry,front
Toyota,10400,sedan,87,1.6,Petrol,yes,2008,Corolla,front
Toyota,9950,sedan,106,1.6,Gas,yes,2008,Corolla,front
Toyota,14299,sedan,83,2,Petrol,yes,2009,Avensis,front
Toyota,10600,crossover,185,2,Gas,yes,2005,Rav 4,full
Toyota,9200,sedan,115,1.6,Gas,yes,2008,Corolla,front
Toyota,18800,sedan,47,2.4,Petrol,yes,2009,Camry,front
Toyota,6500,sedan,248,2,Petrol,yes,2001,Avensis,front
Toyota,28500,crossover,97,3.5,Petrol,yes,2012,Highlander,full
Toyota,6900,hatch,92,1.3,Petrol,yes,2006,Yaris,front
Toyota,7500,hatch,74,1.3,Petrol,yes,2008,Yaris,front
Toyota,51500,crossover,70,3,Diesel,yes,2015,Land Cruiser Prado,full
Toyota,88000,crossover,3,4.5,Diesel,yes,2016,Land Cruiser 200,full
Toyota,11550,sedan,95,2.4,Petrol,yes,2007,Camry,front
Toyota,20500,sedan,105,2.5,Petrol,yes,2013,Camry,front
Toyota,19400,crossover,88,2,Petrol,yes,2011,Rav 4,full
Toyota,13200,sedan,38,1.33,Petrol,yes,2014,Corolla,front
Toyota,23700,sedan,100,2.5,Gas,yes,2014,Camry,front
Toyota,14000,sedan,1,1.8,Petrol,yes,2008,Avensis,front
Toyota,21900,crossover,110,4,Gas,yes,2006,FJ Cruiser,
Toyota,9300,sedan,107,1.8,Gas,yes,2007,Avensis,front
Toyota,12800,sedan,181,2.4,Petrol,yes,2008,Camry,front
Toyota,9500,sedan,125,1.6,Petrol,yes,2009,Corolla,front
Toyota,3300,van,345,2.4,Diesel,yes,1992,Hiace пасс.,rear
Toyota,11300,sedan,260,3.5,Gas,yes,2007,Camry,rear
Toyota,29900,crossover,117,3,Diesel,yes,2008,Land Cruiser Prado,full
Toyota,43999,other,0,2.8,Diesel,yes,2016,Hilux,full
Toyota,42900,crossover,51,3,Diesel,yes,2013,Land Cruiser Prado,full
Toyota,61990,crossover,68,4.5,Diesel,yes,2012,Land Cruiser 200,full
Toyota,20900,crossover,180,4.7,Gas,yes,2004,Land Cruiser 100,full
Toyota,9800,sedan,123,NA,Petrol,yes,2008,Corolla,front
Toyota,15400,sedan,152,3.5,Gas,yes,2007,Avalon,front
Toyota,14700,vagon,98,2,Gas,yes,2008,Rav 4,full
Toyota,15500,crossover,130,2,Petrol,yes,2008,Rav 4,full
Toyota,8900,sedan,154,1.6,Gas,yes,2008,Corolla,front
Toyota,6950,sedan,192,2,Petrol,yes,2003,Avensis,front
Toyota,11600,hatch,24,1.6,Petrol,yes,2009,Auris,front
Toyota,22900,crossover,132,2.7,Gas,yes,2012,Venza,full
Toyota,21800,crossover,170,4,Gas,yes,2006,Land Cruiser Prado,full
Toyota,23500,sedan,75,2.5,Gas,yes,2011,Camry,front
Toyota,14400,sedan,80,2.4,Petrol,yes,2008,Camry,front
Toyota,33333,vagon,73,4,Gas,yes,2009,FJ Cruiser,full
Toyota,13500,crossover,126,4,Petrol,no,2011,Land Cruiser Prado,full
Toyota,5800,sedan,200,2.2,Petrol,yes,1999,Camry,front
Toyota,97500,crossover,2,4.6,Petrol,yes,2016,Land Cruiser 200,full
Toyota,15500,crossover,120,2,Petrol,yes,2008,Rav 4,full
Toyota,13500,sedan,100,2.4,Petrol,yes,2007,Camry,front
Toyota,38500,crossover,20,5.7,Gas,yes,2014,Tundra,full
Toyota,15500,sedan,140,2.4,Gas,yes,2007,Camry,front
Toyota,15700,sedan,125,3.5,Petrol,yes,2008,Camry,front
Toyota,17950,sedan,87,2.4,Petrol,yes,2010,Camry,front
Toyota,23300,crossover,93,2.7,Other,yes,2011,Venza,full
Toyota,14250,van,127,3.5,Other,yes,2007,Sienna,full
Toyota,12500,sedan,175,2.4,Petrol,yes,2007,Camry,front
Toyota,7500,vagon,196,1.59,Petrol,yes,2003,Corolla Verso,front
Toyota,28787.85,sedan,0,2.5,Petrol,yes,2016,Camry,front
Toyota,25749.75,sedan,0,2.5,Petrol,yes,2016,Camry,front
Toyota,11000,sedan,156,1.8,Petrol,yes,2008,Avensis,front
Toyota,11500,sedan,110,1.6,Petrol,yes,2011,Corolla,front
Toyota,20711.2464,vagon,0,1.6,Petrol,yes,2016,Auris,full
Toyota,24842.025,sedan,0,1.8,Petrol,yes,2016,Avensis,front
Toyota,17394.0858,hatch,0,1.33,Petrol,yes,2016,Yaris,front
Toyota,35138.2941,crossover,0,2,Petrol,yes,2016,Rav 4,full
Toyota,24000,crossover,132,4,Petrol,yes,2008,Land Cruiser Prado,full
Toyota,20900,sedan,18,2.5,Other,yes,2013,Camry,front
Toyota,24000,sedan,60,2.5,Gas,yes,2014,Camry,front
Toyota,15200,crossover,208,2,Petrol,yes,2006,Rav 4,full
Toyota,22000,sedan,73,3.5,Petrol,yes,2010,Camry,front
Toyota,20500,crossover,139,4,Gas,yes,2005,Land Cruiser Prado,full
Toyota,1100,van,140,2,Gas,yes,1985,Lite Ace,rear
Toyota,23600,sedan,105,2.5,Gas,yes,2012,Camry,front
Toyota,16900,hatch,20,1.6,Petrol,yes,2014,Auris,front
Toyota,13900,hatch,79,1.6,Gas,yes,2012,Auris,front
Toyota,9800,hatch,98,1.6,Gas,yes,2008,Auris,front
Toyota,2200,vagon,300,2,Petrol,yes,1989,Camry,front
Toyota,10800,sedan,179,3,Gas,yes,2005,Camry,front
Toyota,16800,crossover,154,2.7,Petrol,yes,2005,Land Cruiser Prado,full
Toyota,8900,sedan,87,1.6,Petrol,yes,2008,Corolla,front
Toyota,13100,sedan,200,3.5,Gas,yes,2006,Camry,front
Toyota,8200,vagon,204,1.4,Diesel,yes,2005,Corolla,front
Toyota,10200,sedan,122,7.2,Petrol,yes,2011,Corolla,front
Toyota,3650,hatch,260,1.3,Petrol,yes,1996,Corolla,front
Toyota,23000,crossover,233,4,Gas,yes,2006,Land Cruiser Prado,full
Toyota,25555,crossover,128,4.7,Gas,yes,2004,Land Cruiser 100,full
Toyota,27500,crossover,85,4,Petrol,yes,2007,Land Cruiser Prado,full
Toyota,16800,crossover,238,4,Gas,yes,2004,Land Cruiser Prado,full
Toyota,8800,crossover,388,4.2,Diesel,yes,1997,Land Cruiser 80,full
Toyota,18800,vagon,89,1.8,Petrol,yes,2012,Avensis,front
Toyota,9800,sedan,178,1.8,Petrol,yes,2007,Avensis,front
Toyota,10100,other,83,1.6,Other,yes,2008,Corolla,front
Toyota,9200,sedan,250,2.4,Gas,yes,2003,Camry,front
Toyota,11500,van,161,2.5,Diesel,yes,2002,Hiace пасс.,rear
Toyota,25200,crossover,128,4,Gas,yes,2007,Land Cruiser Prado,full
Toyota,11950,hatch,120,1.4,Petrol,yes,2013,Auris,front
Toyota,7000,crossover,150,2,Petrol,yes,2000,Rav 4,front
Toyota,16500,crossover,328,4.2,Diesel,yes,1993,Land Cruiser 80,full
Toyota,10500,crossover,200,4.5,Gas,yes,1996,Land Cruiser 80,full
Toyota,12800,sedan,203,NA,Petrol,yes,2005,Camry,front
Toyota,12500,hatch,75,1.4,Diesel,yes,2012,Yaris,front
Toyota,14699,sedan,155,NA,Petrol,yes,2006,Camry,front
Toyota,8400,sedan,195,2.4,Gas,yes,2004,Camry,front
Toyota,26900,crossover,115,4,Gas,yes,2008,Land Cruiser Prado,full
Toyota,7500,sedan,185,3,Gas,yes,2004,Camry,front
Toyota,28500,crossover,107,3.5,Gas,yes,2011,Highlander,full
Toyota,29000,crossover,120,4,Gas,yes,2008,Land Cruiser Prado,full
Toyota,8300,sedan,168,2,Petrol,yes,2004,Avensis,front
Toyota,22000,crossover,155,2.7,Gas,yes,2008,Land Cruiser Prado,full
Toyota,20000,crossover,94,4.5,Petrol,yes,2005,Land Cruiser 105,full
Toyota,13850,hatch,24,1.6,Other,yes,2010,Auris,front
Toyota,7000,other,220,1.8,Petrol,yes,2001,Celica,front
Toyota,7500,hatch,98,1.3,Other,yes,2006,Yaris,front
Toyota,36000,crossover,66,3,Diesel,yes,2010,Land Cruiser Prado,full
Toyota,34000,crossover,44,3.5,Petrol,yes,2012,Highlander,full
Toyota,18950,sedan,45,1.8,Petrol,yes,2014,Avensis,front
Toyota,36800,crossover,77,3,Diesel,yes,2012,Land Cruiser Prado,full
Toyota,29500,crossover,63,4,Petrol,yes,2008,FJ Cruiser,full
Toyota,8500,hatch,93,1.6,Petrol,yes,2007,Auris,front
Toyota,46500,other,4,3,Diesel,yes,2016,Hilux,full
Toyota,9300,sedan,185,1.6,Gas,yes,2008,Corolla,front
Toyota,26500,crossover,102,2.5,Diesel,yes,2013,Hilux,full
Toyota,22900,sedan,84,2.5,Petrol,yes,2012,Camry,front
Toyota,48000,crossover,59,3,Diesel,yes,2014,Land Cruiser Prado,full
Toyota,39900,crossover,11,4,Petrol,yes,2013,Tacoma,full
Toyota,30500,sedan,7,2.5,Gas,yes,2015,Camry,
Toyota,33950,other,65,5.7,Petrol,yes,2013,Tundra,full
Toyota,36700,crossover,43,3,Diesel,yes,2012,Land Cruiser Prado,full
Toyota,8950,hatch,118,1.6,Petrol,yes,2008,Auris,front
Toyota,11700,sedan,145,2.4,Petrol,yes,2007,Camry,front
Toyota,21600,sedan,66,2.5,Petrol,yes,2011,Camry,front
Toyota,13900,sedan,102,3.5,Gas,yes,2008,Camry,front
Toyota,13500,sedan,139,2.4,Gas,yes,2008,Camry,front
Toyota,18700,crossover,250,4.7,Gas,yes,2004,Land Cruiser 100,full
Toyota,0,sedan,21,2.5,Petrol,yes,2015,Camry,front
Toyota,0,sedan,24,2.5,Petrol,yes,2015,Camry,front
Toyota,22500,sedan,12,2.5,Petrol,yes,2014,Camry,front
Toyota,47500,crossover,45,3,Diesel,yes,2014,Land Cruiser Prado,full
Toyota,17700,sedan,30,1.6,Petrol,yes,2014,Corolla,front
Toyota,7900,hatch,56,1,Gas,yes,2011,Aygo,front
Toyota,30600,crossover,39,2.2,Diesel,yes,2014,Rav 4,full
Toyota,36500,crossover,2,3,Diesel,yes,2014,Hilux,full
Toyota,12400,sedan,135,3.5,Gas,yes,2007,Camry,front
Toyota,5900,crossover,180,3,Diesel,no,2003,Land Cruiser Prado,
Toyota,0,sedan,15,2.5,Petrol,yes,2015,Camry,front
Toyota,135000,crossover,1,4.5,Diesel,yes,2011,Land Cruiser 200,full
Toyota,28700,crossover,92,3.5,Gas,yes,2012,Highlander,full
Toyota,13900,sedan,102,3.5,Gas,yes,2008,Camry,front
Toyota,16000,sedan,89,1.8,Other,yes,2011,Avensis,front
Toyota,9500,hatch,103,1.6,Petrol,yes,2008,Auris,front
Toyota,35999,crossover,102,4,Petrol,yes,2011,Land Cruiser Prado,full
Toyota,3100,hatch,283,1.3,Petrol,yes,1994,Corolla,front
Toyota,12750,hatch,164,1.4,Diesel,yes,2012,Auris,front
Toyota,11990,sedan,129,2.4,Petrol,yes,2007,Camry,front
Toyota,21800,crossover,63,2,Petrol,yes,2013,Rav 4,front
Toyota,13500,crossover,150,4.7,Gas,yes,2002,Land Cruiser 100,full
Toyota,12000,sedan,133,2.4,Gas,yes,2008,Camry,front
Toyota,15500,sedan,129,3.5,Other,yes,2008,Camry,front
Toyota,17200,crossover,149,4.7,Petrol,yes,2008,Land Cruiser 200,full
Toyota,14900,hatch,100,1.8,Other,yes,2010,Prius,front
Toyota,6900,hatch,109,1.3,Gas,yes,2007,Yaris,front
Toyota,9950,sedan,142,1.8,Petrol,yes,2008,Avensis,front
Toyota,8700,hatch,38,1.6,Petrol,yes,2008,Auris,front
Toyota,19900,sedan,28,1.6,Petrol,yes,2014,Corolla,front
Toyota,4650,hatch,170,1,Petrol,yes,2002,Yaris,front
Toyota,3800,sedan,220,1.6,Petrol,yes,1994,Carina,front
Toyota,9003.15,sedan,43,1.3,Petrol,yes,2014,Corolla,front
Toyota,12900,sedan,134,2.4,Gas,yes,2007,Camry,front
Toyota,14700,hatch,98,1.6,Gas,yes,2013,Auris,front
Toyota,26200,crossover,156,4,Gas,yes,2007,Land Cruiser Prado,
Toyota,19200,crossover,190,2.7,Gas,yes,2005,Land Cruiser Prado,full
Toyota,27800,crossover,98,2.2,Diesel,yes,2013,Rav 4,full
Toyota,26200,other,73,2.5,Diesel,yes,2012,Hilux,full
Toyota,17500,hatch,45,1.6,Petrol,yes,2014,Auris,front
Toyota,8900,crossover,153,2,Petrol,yes,2003,Rav 4,full
Toyota,5500,crossover,188,2,Petrol,yes,1999,Rav 4,full
Toyota,19800,crossover,44,2,Petrol,yes,2013,Rav 4,front
Toyota,35900,crossover,84,3,Diesel,yes,2013,Land Cruiser Prado,full
Toyota,28900,crossover,120,3.5,Petrol,yes,2011,Highlander,full
Toyota,35555,crossover,40,3.5,Petrol,yes,2013,Highlander,full
Toyota,9000,crossover,180,1.8,Gas,yes,2003,Matrix,front
Toyota,26900,crossover,118,2.7,Petrol,yes,2011,Land Cruiser Prado,full
Toyota,17300,other,135,3.5,Gas,yes,2009,Camry,front
Toyota,18999,crossover,95,2,Petrol,yes,2011,Rav 4,full
Toyota,0,crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200,full
Toyota,18990,crossover,95,2,Petrol,yes,2011,Rav 4,full
Toyota,8900,other,180,2,Petrol,yes,2003,Rav 4,full
Toyota,12500,crossover,201,2,Petrol,yes,2006,Rav 4,full
Toyota,8420,other,150,2.7,Gas,yes,2005,Tacoma,rear
Toyota,11700,crossover,126,2.4,Gas,yes,2008,Rav 4,full
Toyota,11800,sedan,90,1.8,Petrol,yes,2008,Avensis,front
Toyota,39500,other,1,2.8,Diesel,yes,2016,Hilux,full
Toyota,17777,other,120,2.7,Gas,yes,2006,Land Cruiser Prado,full
Toyota,39500,other,100,4.5,Diesel,yes,2008,Land Cruiser 200,full
Toyota,21999,other,65,2.5,Petrol,yes,2012,Camry,front
Toyota,63333,other,33,4.5,Diesel,yes,2013,Land Cruiser 200,full
Toyota,25999,other,108,4,Petrol,yes,2008,Land Cruiser Prado,full
Toyota,16500,other,130,2.7,Gas,yes,2004,Land Cruiser Prado,full
Toyota,8500,hatch,55,1,Petrol,yes,2011,Aygo,front
Toyota,2800,sedan,287,1.3,Petrol,yes,1995,Corolla,front
Toyota,27000,other,105,2.5,Diesel,yes,2013,Hilux,full
Toyota,18000,crossover,320,4.2,Diesel,yes,1999,Land Cruiser 100,full
Toyota,47700,crossover,810,4.7,Gas,yes,2010,Land Cruiser 200,full
Toyota,22900,crossover,34,2,Petrol,yes,2012,Rav 4,full
Toyota,76500,crossover,29,4.5,Diesel,yes,2014,Land Cruiser 200,full
Toyota,24000,crossover,270,4.2,Diesel,yes,1994,Land Cruiser 80,full
Toyota,15700,crossover,195,4,Gas,yes,2003,Land Cruiser Prado,full
Toyota,54000,crossover,147,4.5,Diesel,yes,2011,Land Cruiser 200,full
Toyota,29900,crossover,144,4,Gas,yes,2008,Land Cruiser 200,full
Toyota,2200,hatch,50,2,Petrol,yes,1991,Carina,front
Toyota,27000,other,192,3,Diesel,yes,2007,Hilux,full
Toyota,23500,sedan,80,2.5,Gas,yes,2014,Camry,front
Toyota,10500,van,200,2.7,Gas,yes,2005,Tacoma,rear
Toyota,26900,crossover,119,4,Gas,yes,2008,Land Cruiser Prado,full
Toyota,0,crossover,1,2.2,Diesel,yes,2016,Rav 4,full
Toyota,45500,crossover,45,3.5,Petrol,yes,2015,Highlander,full
Toyota,2999,vagon,5,1.3,Petrol,yes,1989,Corolla,front
Toyota,8500,vagon,200,2,Petrol,yes,1999,Vista,front
Toyota,4500,sedan,238,1.8,Petrol,yes,1996,Carina,front
Toyota,18300,hatch,30,1.6,Petrol,yes,2014,Auris,front
Toyota,28800,crossover,29,2.2,Diesel,yes,2015,Rav 4,full
Toyota,13300,crossover,140,2.4,Petrol,yes,2007,Rav 4,full
Toyota,5050,hatch,138,1,Petrol,yes,2001,Yaris,front
Toyota,20000,crossover,250,4.2,Diesel,yes,2000,Land Cruiser 100,full
Toyota,42000,crossover,97,4,Petrol,yes,2010,4Runner,full
Toyota,38300,crossover,130,5.7,Gas,yes,2009,Land Cruiser 200,full
Toyota,14990,crossover,280,4.2,Diesel,yes,2000,Land Cruiser 100,full
Toyota,5750,hatch,160,1,Petrol,yes,2006,Yaris,front
Toyota,41900,van,0,2.5,Diesel,yes,2016,Hiace пасс.,rear
Toyota,8300,hatch,136,1.6,Petrol,yes,2007,Corolla,front
Toyota,17500,crossover,168,4,Gas,yes,2004,Land Cruiser Prado,full
Toyota,9400,sedan,140,1.6,Petrol,yes,2008,Corolla,front
Toyota,10600,sedan,204,1.8,Other,yes,2008,Avensis,front
Toyota,10400,sedan,144,1.3,Petrol,yes,2012,Corolla,front
Toyota,16030,sedan,90,2.5,Gas,yes,2012,Camry,front
Toyota,16200,crossover,281,4.2,Diesel,yes,1999,Land Cruiser 100,full
Toyota,17999,crossover,35,2,Petrol,yes,2009,Rav 4,
Toyota,21500,crossover,135,2,Gas,yes,2007,Land Cruiser Prado,full
Toyota,3900,hatch,160,1,Petrol,yes,1999,Yaris,front
Toyota,0,crossover,140,4.2,Diesel,yes,1993,Land Cruiser 80,full
Toyota,23660,crossover,125,3.5,Gas,yes,2013,Highlander,full
Toyota,9950,sedan,140,1.4,Petrol,yes,2012,Corolla,front
Toyota,11400,sedan,118,1.4,Petrol,yes,2010,Corolla,front
Toyota,9800,other,250,1.8,Petrol,yes,2000,Celica,front
