Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,4,Hudson Valley Region, 49-9044, Millwrights,n/a,96280,96750,80670,104080
10,4,Hudson Valley Region, 21-1092,Probation Officers and Correctional Treatment Specialists,740,79660,79060,62070,88450
10,9,Southern Tier Region, 15-1152, Computer Network Support Specialists,220,65370,62260,44110,76000
10,3,Finger Lakes Region, 49-3023, Automotive Service Technicians and Mechanics,3070,38710,36400,25810,45160
10,9,Southern Tier Region, 51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",220,35020,33160,25930,39560
10,3,Finger Lakes Region, 21-1022, Healthcare Social Workers,940,51300,53710,34440,59720
10,5,Long Island Region, 27-2032, Choreographers,n/a,60550,47500,35150,73240
10,7,New York City Region, 49-9098,"Helpers--Installation, Maintenance, and Repair Workers",2140,42410,42580,26610,50310
10,1,Capital Region, 15-1199," Computer Occupations, All Other",260,85760,85270,59420,98930
10,8,North Country Region, 51-3022," Meat, Poultry, and Fish Cutters and Trimmers",n/a,33630,34800,26500,37190
10,2,Central New York Region, 51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",50,34380,35710,27340,37910
10,2,Central New York Region, 43-5032," Dispatchers, Except Police, Fire, and Ambulance",790,44760,39680,30910,51690
10,2,Central New York Region, 11-9161, Emergency Management Directors,n/a,80040,79180,47570,96280
10,7,New York City Region, 51-3099," Food Processing Workers, All Other",n/a,34920,33140,27180,38790
10,10,Western New York Region, 33-3011, Bailiffs,260,47260,41750,27110,57330
10,10,Western New York Region, 51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",130,41570,43080,32360,46180
10,8,North Country Region, 25-1123,"English Language and Literature Teachers, Postsecondary",110,78000,64680,42470,95770
10,10,Western New York Region, 43-5052, Postal Service Mail Carriers,1670,50380,53750,36640,57250
10,4,Hudson Valley Region, 49-3023, Automotive Service Technicians and Mechanics,5630,46480,46710,27430,56000
10,2,Central New York Region, 37-2012, Maids and Housekeeping Cleaners,1770,27790,24160,21632,30880
10,8,North Country Region, 11-9031,"Education Administrators, Preschool and Childcare Center/Program",40,57310,53260,33350,69290
10,1,Capital Region, 49-3052, Motorcycle Mechanics,70,41230,43970,30580,46550
10,5,Long Island Region, 17-2141, Mechanical Engineers,1340,100800,95920,67770,117310
10,7,New York City Region, 43-2011,"Switchboard Operators, Including Answering Service",2300,41740,39570,26410,49410
10,8,North Country Region, 51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",50,43160,43120,28460,50520
10,10,Western New York Region, 17-3026, Industrial Engineering Technicians,310,48770,48430,35560,55370
10,6,Mohawk Valley Region, 51-4111, Tool and Die Makers,80,51630,51220,41690,56610
10,1,Capital Region, 13-1041, Compliance Officers,1430,69680,63900,49190,79930
10,8,North Country Region, 11-9199," Managers, All Other",350,80710,90510,48400,96860
10,2,Central New York Region, 19-4091,"Environmental Science and Protection Technicians, Including Health",330,35320,33020,26850,39550
10,2,Central New York Region, 43-9199,"Office and Administrative Support Workers, All Other",310,50130,48620,30460,59970
1,36,New York State, 17-3024, Electro-Mechanical Technicians,320,69080,67220,45580,80820
10,4,Hudson Valley Region, 15-1134, Web Developers,560,73570,67550,41710,89500
10,5,Long Island Region, 25-2011," Preschool Teachers, Except Special Education",4450,34780,30100,23060,40630
10,3,Finger Lakes Region, 25-1124,"Foreign Language and Literature Teachers, Postsecondary",n/a,86490,64030,47320,106080
10,9,Southern Tier Region, 41-3041, Travel Agents,n/a,45510,36010,26730,54910
10,7,New York City Region, 33-1099,"First-Line Supervisors of Protective Service Workers, All Other",4830,71220,61780,44010,84830
10,7,New York City Region, 43-5071," Shipping, Receiving, and Traffic Clerks",10800,38830,36110,24960,45890
10,5,Long Island Region, 51-2091, Fiberglass Laminators and Fabricators,n/a,47110,50040,32650,54330
10,3,Finger Lakes Region, 43-5011, Cargo and Freight Agents,110,50110,46670,35980,57180
10,4,Hudson Valley Region, 43-4051, Customer Service Representatives,15490,39730,36080,24170,47520
10,5,Long Island Region, 47-2161, Plasterers and Stucco Masons,n/a,54980,51560,44250,60340
10,8,North Country Region, 43-3071, Tellers,770,28780,28220,23660,31330
10,10,Western New York Region, 25-4012, Curators,n/a,60240,53730,30730,75000
10,8,North Country Region, 25-1125," History Teachers, Postsecondary",30,81890,83160,47050,99310
10,2,Central New York Region, 11-9031,"Education Administrators, Preschool and Childcare Center/Program",100,58520,44320,34090,70740
10,10,Western New York Region, 19-1029," Biological Scientists, All Other",70,76900,83140,59990,85360
10,8,North Country Region, 51-4121," Welders, Cutters, Solderers, and Brazers",170,42270,42830,31460,47670
1,36,New York State, 25-2053," Special Education Teachers, Middle School",10900,81620,78240,55010,94930
10,10,Western New York Region, 29-2034, Radiologic Technologists,900,56150,56250,41210,63630
10,5,Long Island Region, 43-2021, Telephone Operators,230,46240,44860,33260,52730
10,7,New York City Region, 47-2171, Reinforcing Iron and Rebar Workers,370,103110,113250,62250,123540
10,1,Capital Region, 23-2093," Title Examiners, Abstractors, and Searchers",50,58540,57600,49090,63270
1,36,New York State, 25-3098,Substitute teachers,37370,39230,35190,25280,46200
10,10,Western New York Region, 33-0000,Protective Service Occupations,17810,48400,39600,23000,61090
10,5,Long Island Region, 49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",3720,87730,83740,61520,100830
10,4,Hudson Valley Region, 29-1065," Pediatricians, General",130,178480,172180,124990,205220
10,7,New York City Region, 51-9081, Dental Laboratory Technicians,530,39750,37110,31250,44000
10,8,North Country Region, 37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",50,52910,49270,35480,61620
10,9,Southern Tier Region, 43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",6110,39580,38390,26440,46150
10,3,Finger Lakes Region, 13-1071, Human Resources Specialists,2010,63900,59670,40650,75520
10,2,Central New York Region, 31-9099," Healthcare Support Workers, All Other",230,35230,33900,22790,41450
10,1,Capital Region, 11-9081,Lodging Managers,80,58620,57710,38150,68850
10,2,Central New York Region, 25-2051," Special Education Teachers, Preschool",210,61790,56870,40500,72430
10,5,Long Island Region, 17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",240,95020,89830,60140,112450
10,5,Long Island Region, 23-1022," Arbitrators, Mediators, and Conciliators",n/a,83880,81100,62030,94800
10,6,Mohawk Valley Region, 21-1029,"Social Workers, All Other",210,59240,56380,42800,67460
10,3,Finger Lakes Region, 33-3041, Parking Enforcement Workers,n/a,32900,30440,27390,35650
10,1,Capital Region, 49-9041, Industrial Machinery Mechanics,960,59820,59200,43110,68180
10,5,Long Island Region, 47-3019,"Helpers, Construction Trades, All Other",310,40150,37570,31700,44370
1,36,New York State, 47-1011,Supervisors of Construction and Extraction Workers,24920,86450,81120,53790,102780
10,8,North Country Region, 51-7021, Furniture Finishers,n/a,32610,29640,28230,34810
10,8,North Country Region, 29-2035, Magnetic Resonance Imaging Technologists,30,74770,72420,59260,82530
10,9,Southern Tier Region, 49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",880,67290,63590,47620,77120
10,8,North Country Region, 43-9021, Data Entry Keyers,130,34750,33980,25840,39200
10,6,Mohawk Valley Region, 51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",n/a,36990,36950,28010,41490
10,3,Finger Lakes Region, 13-2021, Appraisers and Assessors of Real Estate,270,52630,52130,34510,61690
10,7,New York City Region, 25-1065," Political Science Teachers, Postsecondary",780,143210,129120,61680,183980
10,6,Mohawk Valley Region, 25-2051," Special Education Teachers, Preschool",60,54930,52830,38560,63110
10,9,Southern Tier Region, 25-4021, Librarians,460,65430,62800,44480,75910
10,9,Southern Tier Region, 13-1161,Market Research Analysts and Marketing Specialists,710,70470,61410,40210,85600
10,1,Capital Region, 43-9022, Word Processors and Typists,1760,38340,37500,30530,42250
1,36,New York State, 27-3099," Media and Communication Workers, All Other",600,53370,46120,31030,64540
1,36,New York State, 49-9099,"Installation, Maintenance, and Repair Workers, All Other",n/a,39560,36220,27230,45730
10,2,Central New York Region, 51-0000,Production Occupations,19850,41450,37040,25190,49580
10,9,Southern Tier Region, 31-1011, Home Health Aides,1450,28070,25710,23110,30560
10,3,Finger Lakes Region, 43-3011, Bill and Account Collectors,1910,32480,30500,26470,35490
10,10,Western New York Region, 35-2015," Cooks, Short Order",1010,26280,24950,22020,28420
1,36,New York State, 53-6099," Transportation Workers, All Other",1260,34620,30700,23300,40280
10,7,New York City Region, 51-9196,"Paper Goods Machine Setters, Operators, and Tenders",730,30210,27620,24960,34370
10,10,Western New York Region, 15-0000,Computer and Mathematical Occupations,14400,74060,69370,43410,89390
10,2,Central New York Region, 29-1127, Speech-Language Pathologists,400,73840,70210,52170,84680
10,1,Capital Region, 47-2141," Painters, Construction and Maintenance",590,43830,41390,30560,50470
10,5,Long Island Region, 41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",15530,79320,63350,34290,101840
10,2,Central New York Region, 27-3031, Public Relations Specialists,450,58840,54070,35120,70700
10,10,Western New York Region, 47-2111, Electricians,2590,57640,57810,35550,68680
10,7,New York City Region, 27-1027, Set and Exhibit Designers,1390,80770,72590,48560,96870
10,1,Capital Region, 41-9041, Telemarketers,250,31200,24590,21632,36100
10,9,Southern Tier Region, 17-3013, Mechanical Drafters,170,54780,53380,41020,61650
10,2,Central New York Region, 29-2035, Magnetic Resonance Imaging Technologists,90,72970,70430,58160,80370
10,7,New York City Region, 39-9099," Personal Care and Service Workers, All Other",550,39650,38730,24960,47510
10,7,New York City Region, 41-0000,Sales and Related Occupations,420770,66170,35330,24960,88310
10,9,Southern Tier Region, 21-1091, Health Educators,130,49300,41340,34400,56750
1,36,New York State, 51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",560,37250,33720,26490,42630
10,7,New York City Region, 39-2011, Animal Trainers,n/a,38350,35790,30500,42280
10,9,Southern Tier Region, 43-5011, Cargo and Freight Agents,n/a,40140,38240,30380,45010
10,7,New York City Region, 51-9011, Chemical Equipment Operators and Tenders,n/a,45530,43910,33970,51300
10,9,Southern Tier Region, 29-1131, Veterinarians,140,103150,97750,71930,118760
10,6,Mohawk Valley Region, 13-2011, Accountants and Auditors,1130,69380,63860,43050,82550
10,7,New York City Region, 47-2142, Paperhangers,n/a,60140,57030,36620,71890
1,36,New York State, 51-6011, Laundry and Dry-Cleaning Workers,15310,26160,22350,21632,28890
10,4,Hudson Valley Region, 21-0000,Community and Social Service Occupations,20830,56400,50580,31000,69110
10,10,Western New York Region, 43-4011, Brokerage Clerks,110,51060,46070,32970,60110
10,9,Southern Tier Region, 29-1066, Psychiatrists,70,166300,168490,86660,206120
10,1,Capital Region, 13-2011, Accountants and Auditors,4720,76950,72550,51580,89640
10,7,New York City Region, 11-0000,Management Occupations,249290,177490,156350,86230,223130
10,5,Long Island Region, 21-1015, Rehabilitation Counselors,860,39380,31580,26940,45600
10,2,Central New York Region, 41-1011, First-Line Supervisors of Retail Sales Workers,2850,48010,42960,31540,56240
10,10,Western New York Region, 51-5111, Prepress Technician and Workers,220,37410,34470,27910,42160
10,2,Central New York Region, 31-9097, Phlebotomists,400,32620,31340,27090,35380
10,6,Mohawk Valley Region, 37-0000,Building and Grounds Cleaning and Maintenance Occupations,7010,28520,25390,22230,31660
10,10,Western New York Region, 51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",100,46850,46580,34640,52950
10,2,Central New York Region, 17-3023, Electrical and Electronic Engineering Technicians,410,59270,58070,37400,70210
10,1,Capital Region, 19-4091,"Environmental Science and Protection Technicians, Including Health",130,38350,34590,28070,43490
10,8,North Country Region, 17-2131, Materials Engineers,20,90050,82530,67860,101140
10,8,North Country Region, 25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1430,60100,59830,45260,67530
10,9,Southern Tier Region, 47-4051, Highway Maintenance Workers,1490,39910,40450,31250,44240
10,3,Finger Lakes Region, 13-1131, Fundraisers,210,50780,48460,34240,59050
10,5,Long Island Region, 19-2041,"Environmental Scientists and Specialists, Including Health",720,80290,77890,52250,94320
10,5,Long Island Region, 53-6099," Transportation Workers, All Other",150,32060,30550,24930,35620
10,5,Long Island Region, 41-0000,Sales and Related Occupations,144190,47450,29760,22880,60140
10,8,North Country Region, 53-6021, Parking Lot Attendants,60,22980,21632,21632,23860
10,2,Central New York Region, 49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",660,66870,70940,36860,81870
10,1,Capital Region, 47-2132," Insulation Workers, Mechanical",210,36810,36610,28680,40870
10,7,New York City Region, 41-9041, Telemarketers,2740,30260,24960,24960,34960
10,4,Hudson Valley Region, 43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",950,50850,58600,36260,58150
10,1,Capital Region, 51-7021, Furniture Finishers,n/a,40120,37350,30160,45100
10,4,Hudson Valley Region, 13-2082,Tax Preparers,160,43150,37150,25120,52170
10,10,Western New York Region, 39-3012, Gaming and Sports Book Writers and Runners,n/a,25330,23320,21632,27510
10,1,Capital Region, 47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",n/a,24110,21632,21632,25860
10,10,Western New York Region, 11-9131,Postmasters and Mail Superintendents,80,78160,77610,64920,84770
10,1,Capital Region, 25-2052,"Special Education Teachers, Kindergarten and Elementary School",950,66540,65620,46260,76690
10,2,Central New York Region, 51-9071, Jewelers and Precious Stone and Metal Workers,n/a,46720,39190,25900,57130
10,3,Finger Lakes Region, 43-5071," Shipping, Receiving, and Traffic Clerks",2100,34560,32710,25350,39160
10,4,Hudson Valley Region, 19-3039," Psychologists, All Other",n/a,98800,109310,62070,117160
10,7,New York City Region, 29-1031, Dietitians and Nutritionists,1960,69270,66080,53150,77330
10,10,Western New York Region, 25-1022," Mathematical Science Teachers, Postsecondary",420,71490,67780,37950,88260
10,5,Long Island Region, 29-1064, Obstetricians and Gynecologists,300,230710,,123120,284510
10,6,Mohawk Valley Region, 33-9032, Security Guards,1070,33270,28280,21632,39120
10,5,Long Island Region, 25-1194," Vocational Education Teachers, Postsecondary",450,64500,65630,38150,77670
10,9,Southern Tier Region, 51-9031," Cutters and Trimmers, Hand",n/a,28050,25800,21632,31280
10,4,Hudson Valley Region, 11-1011, Chief Executives,1240,224570,,114600,279550
10,10,Western New York Region, 51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",n/a,34220,33370,25320,38660
10,1,Capital Region, 25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",50,66990,60830,46630,77170
10,3,Finger Lakes Region, 19-4091,"Environmental Science and Protection Technicians, Including Health",130,38820,37760,29760,43350
10,5,Long Island Region, 23-1023," Judges, Magistrate Judges, and Magistrates",210,162440,171440,127600,179860
10,7,New York City Region, 43-2021, Telephone Operators,400,51550,52480,41410,56620
10,7,New York City Region, 29-2032, Diagnostic Medical Sonographers,1690,76580,76070,62280,83740
10,7,New York City Region, 41-9031, Sales Engineers,850,129210,126670,92030,147800
10,5,Long Island Region, 51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",220,39180,40970,27360,45090
1,36,New York State, 53-3032, Heavy and Tractor-Trailer Truck Drivers,58870,50060,47040,32770,58700
10,7,New York City Region, 29-9099,"Healthcare Practitioners and Technical Workers, All Other",450,80600,75730,48120,96840
1,36,New York State, 39-9032, Recreation Workers,30390,33210,29780,22160,38740
10,10,Western New York Region, 47-2081, Drywall and Ceiling Tile Installers,n/a,46400,41750,34350,52430
10,7,New York City Region, 53-7021, Crane and Tower Operators,330,143910,131980,94100,168810
1,36,New York State, 33-3052, Transit and Railroad Police,1790,81300,80280,65870,89020
10,1,Capital Region, 19-2021, Atmospheric and Space Scientists,140,74240,71970,46300,88210
1,36,New York State, 39-0000,Personal Care and Service Occupations,405750,31750,25980,22330,36460
1,36,New York State, 31-1015, Orderlies,n/a,35510,36200,26900,39810
10,9,Southern Tier Region, 43-4171, Receptionists and Information Clerks,2390,29910,28790,22520,33600
10,1,Capital Region, 51-9111,Packaging and Filling Machine Operators and Tenders,540,36060,32790,25330,41430
10,6,Mohawk Valley Region, 13-2051, Financial Analysts,250,76790,66370,45530,92420
10,1,Capital Region, 25-1199,"Postsecondary Teachers, All Other",430,68270,61430,43500,80660
10,3,Finger Lakes Region, 27-2012, Producers and Directors,280,81810,63050,35700,104870
10,10,Western New York Region, 25-1194," Vocational Education Teachers, Postsecondary",420,60520,58100,36140,72720
10,4,Hudson Valley Region, 29-1199,"Health Diagnosing and Treating Practitioners, All Other",110,74710,75410,41960,91080
10,4,Hudson Valley Region, 29-1063," Internists, General",100,244060,,166620,282780
10,8,North Country Region, 47-2022, Stonemasons,n/a,69740,48540,36570,86320
10,5,Long Island Region, 51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",100,37200,33090,29040,41270
10,3,Finger Lakes Region, 19-4041, Geological and Petroleum Technicians,n/a,50550,46200,36730,57460
10,1,Capital Region, 27-3099," Media and Communication Workers, All Other",n/a,45670,47630,30150,53430
1,36,New York State, 25-1194," Vocational Education Teachers, Postsecondary",3930,65790,61900,39430,78960
10,4,Hudson Valley Region, 13-2099," Financial Specialists, All Other",170,82450,78020,41570,102890
10,9,Southern Tier Region, 25-1011," Business Teachers, Postsecondary",410,144450,136380,54700,189330
10,8,North Country Region, 25-2051," Special Education Teachers, Preschool",20,62610,52040,41540,73150
10,5,Long Island Region, 47-2141," Painters, Construction and Maintenance",2920,53740,49050,24680,68270
1,36,New York State, 51-3023, Slaughterers and Meat Packers,860,24380,22110,21632,26200
10,4,Hudson Valley Region, 11-9051,Food Service Managers,1170,70230,66530,49880,80400
10,4,Hudson Valley Region, 25-1072," Nursing Instructors and Teachers, Postsecondary",560,86510,72160,51290,104120
10,7,New York City Region, 43-6012, Legal Secretaries,8390,71210,72930,42980,85330
10,4,Hudson Valley Region, 37-0000,Building and Grounds Cleaning and Maintenance Occupations,37460,34880,31330,22550,41040
10,3,Finger Lakes Region, 43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,n/a,29870,26040,21632,34160
10,10,Western New York Region, 27-2012, Producers and Directors,340,71550,54980,36210,89220
10,3,Finger Lakes Region, 47-2021, Brickmasons and Blockmasons,250,51790,53830,40340,57520
10,5,Long Island Region, 49-3021, Automotive Body and Related Repairers,1610,48890,49980,26360,60150
1,36,New York State, 19-1029," Biological Scientists, All Other",660,86540,86000,57750,100940
10,9,Southern Tier Region, 39-6012, Concierges,n/a,28280,29160,24530,30160
10,5,Long Island Region, 39-7010,Tour and Travel Guides,n/a,37230,35310,28020,41830
1,36,New York State, 39-5094, Skincare Specialists,3620,41110,35690,23840,49740
10,10,Western New York Region, 51-6052," Tailors, Dressmakers, and Custom Sewers",60,24040,23140,21632,25290
10,3,Finger Lakes Region, 39-9099," Personal Care and Service Workers, All Other",60,29020,26720,22140,32470
1,36,New York State, 17-2199," Engineers, All Other",4100,96650,94240,59990,114970
10,10,Western New York Region, 39-9032, Recreation Workers,2180,26590,22720,21632,29430
10,6,Mohawk Valley Region, 25-1054," Physics Teachers, Postsecondary",n/a,83370,77520,68100,91010
10,4,Hudson Valley Region, 15-1143, Computer Network Architects,550,93580,93020,47100,116830
10,9,Southern Tier Region, 51-9198, Helpers--Production Workers,390,28930,26480,22360,32220
10,7,New York City Region, 25-4031, Library Technicians,2910,38850,39980,24960,47160
10,10,Western New York Region, 43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",750,40930,40880,28990,46910
1,36,New York State, 51-2028,,11890,35020,32010,24260,40400
10,1,Capital Region, 53-2012, Commercial Pilots,n/a,73330,65260,56650,81660
10,9,Southern Tier Region, 29-2099," Health Technologists and Technicians, All Other",140,51190,46290,33190,60200
10,4,Hudson Valley Region, 27-1027, Set and Exhibit Designers,n/a,45810,45670,27490,54960
10,8,North Country Region, 31-9099," Healthcare Support Workers, All Other",180,35240,35710,23880,40920
1,36,New York State, 53-4041, Subway and Streetcar Operators,4070,74630,75170,74560,74660
10,5,Long Island Region, 33-9093, Transportation Security Screeners,n/a,46450,44190,43080,48140
10,4,Hudson Valley Region, 51-2021," Coil Winders, Tapers, and Finishers",160,35050,31600,27430,38850
10,10,Western New York Region, 17-2141, Mechanical Engineers,1470,84210,80750,58310,97160
10,5,Long Island Region, 51-6021," Pressers, Textile, Garment, and Related Materials",400,24980,22880,22880,27140
10,7,New York City Region, 11-9032,"Education Administrators, Elementary and Secondary School",8470,124810,122250,88340,143050
10,8,North Country Region, 29-0000,Healthcare Practitioners and Technical Occupations,10220,78800,64160,39220,98590
10,10,Western New York Region, 29-9011, Occupational Health and Safety Specialists,290,69990,67260,47970,80990
10,10,Western New York Region, 49-9043," Maintenance Workers, Machinery",560,52170,53930,37770,59360
10,2,Central New York Region, 51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",140,49400,52250,38100,55040
10,8,North Country Region, 49-9051, Electrical Power-Line Installers and Repairers,380,81850,84750,64910,90330
1,36,New York State, 13-1131, Fundraisers,6800,67250,62260,41130,80310
10,7,New York City Region, 29-1141, Registered Nurses,71290,96400,96350,75770,106720
10,2,Central New York Region, 23-2091, Court Reporters,n/a,87460,82610,69100,96640
10,7,New York City Region, 51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",n/a,36590,35680,27660,41060
1,36,New York State, 35-0000,Food Preparation and Serving Related Occupations,750270,29410,24540,21632,33440
10,6,Mohawk Valley Region, 29-2091, Orthotists and Prosthetists,n/a,66310,72440,43210,77860
10,6,Mohawk Valley Region, 51-3099," Food Processing Workers, All Other",n/a,25240,23980,21632,27120
10,6,Mohawk Valley Region, 43-4111," Interviewers, Except Eligibility and Loan",410,33790,32070,26780,37300
10,4,Hudson Valley Region, 27-4014, Sound Engineering Technicians,n/a,65720,64220,50490,73340
10,5,Long Island Region, 53-0000,Transportation and Material Moving Occupations,76600,41610,35930,23220,50810
10,2,Central New York Region, 51-4111, Tool and Die Makers,170,55230,55060,43560,61070
10,6,Mohawk Valley Region, 49-9062, Medical Equipment Repairers,n/a,46060,46940,29310,54430
1,36,New York State, 51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1410,35950,33730,26200,40830
10,6,Mohawk Valley Region, 15-1132," Software Developers, Applications",500,81180,77870,56560,93500
10,2,Central New York Region, 51-4041, Machinists,910,46040,45570,32280,52920
10,4,Hudson Valley Region, 47-2181, Roofers,470,76130,62060,35010,96690
10,4,Hudson Valley Region, 29-1051, Pharmacists,2060,128040,130640,104930,139600
10,4,Hudson Valley Region, 43-0000,Office and Administrative Support Occupations,150360,43080,39100,25150,52040
10,3,Finger Lakes Region, 49-3093, Tire Repairers and Changers,150,29740,27710,21632,33840
10,1,Capital Region, 13-1141,"Compensation, Benefits, and Job Analysis Specialists",810,59250,52700,44550,66610
10,3,Finger Lakes Region, 47-2071,"Paving, Surfacing, and Tamping Equipment Operators",n/a,42010,40150,36500,44760
1,36,New York State, 29-1041, Optometrists,2410,125640,123150,86970,144980
1,36,New York State, 53-5011, Sailors and Marine Oilers,1290,50030,46820,29530,60280
10,4,Hudson Valley Region, 33-1011, First-Line Supervisors of Correctional Officers,750,94540,91990,73880,104860
10,7,New York City Region, 51-0000,Production Occupations,80750,40910,31590,24960,50510
10,3,Finger Lakes Region, 51-7021, Furniture Finishers,n/a,38050,35910,29430,42360
10,8,North Country Region, 39-5012," Hairdressers, Hairstylists, and Cosmetologists",n/a,22150,21632,21632,22840
10,2,Central New York Region, 43-5061," Production, Planning, and Expediting Clerks",1130,51270,48990,33770,60020
10,6,Mohawk Valley Region, 43-3011, Bill and Account Collectors,210,40050,36640,28490,45830
10,2,Central New York Region, 31-1011, Home Health Aides,1500,30540,26590,23290,34170
10,4,Hudson Valley Region, 27-3091, Interpreters and Translators,n/a,77890,70010,45540,94070
10,1,Capital Region, 49-3011, Aircraft Mechanics and Service Technicians,130,53730,54690,36130,62530
10,1,Capital Region, 31-9093, Medical Equipment Preparers,220,32450,30610,25250,36050
10,10,Western New York Region, 31-9096,Veterinary Assistants and Laboratory Animal Caretakers,410,28700,28540,23080,31510
1,36,New York State, 25-1126," Philosophy and Religion Teachers, Postsecondary",3800,84360,70190,45180,103960
10,1,Capital Region, 43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",100,30810,26020,23440,34490
10,2,Central New York Region, 25-9011,Audio-Visual and Multimedia Collections Specialists,n/a,59000,54020,33840,71580
10,10,Western New York Region, 47-2044, Tile and Marble Setters,100,51640,49700,36670,59130
10,6,Mohawk Valley Region, 21-1021," Child, Family, and School Social Workers",630,49040,45060,29640,58740
10,6,Mohawk Valley Region, 25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",n/a,70020,64050,55980,77040
10,4,Hudson Valley Region, 39-3021, Motion Picture Projectionists,n/a,34740,35140,23960,40130
1,36,New York State, 39-3099,"Entertainment Attendants and Related Workers, All Other",370,32750,29250,23630,37310
1,36,New York State, 49-9097, Signal and Track Switch Repairers,1210,71860,73100,67940,73810
10,10,Western New York Region, 27-1024, Graphic Designers,870,45460,43860,28340,54020
10,6,Mohawk Valley Region, 43-4041," Credit Authorizers, Checkers, and Clerks",n/a,41130,37820,30720,46330
10,5,Long Island Region, 17-2199," Engineers, All Other",570,103640,101530,60750,125090
10,4,Hudson Valley Region, 53-6021, Parking Lot Attendants,1090,26150,23010,21632,28650
10,4,Hudson Valley Region, 13-1199," Business Operations Specialists, All Other",2160,78680,72410,45430,95310
10,1,Capital Region, 25-9099,"Education, Training, and Library Workers, All Other",90,60020,59280,41540,69270
10,4,Hudson Valley Region, 49-9099,"Installation, Maintenance, and Repair Workers, All Other",n/a,34540,34010,27080,38270
10,6,Mohawk Valley Region, 39-5094, Skincare Specialists,n/a,30780,27460,22160,35090
10,3,Finger Lakes Region, 27-1023, Floral Designers,200,28770,25110,22820,31740
10,1,Capital Region, 27-4014, Sound Engineering Technicians,n/a,54360,50700,38980,62060
10,6,Mohawk Valley Region, 51-9071, Jewelers and Precious Stone and Metal Workers,n/a,41760,40910,22800,51240
10,4,Hudson Valley Region, 25-1066," Psychology Teachers, Postsecondary",540,108410,93260,56720,134250
10,6,Mohawk Valley Region, 11-2031, Public Relations and Fundraising Managers,n/a,157990,152770,89480,192240
10,5,Long Island Region, 25-4031, Library Technicians,1440,31580,26160,22880,36670
10,10,Western New York Region, 15-1143, Computer Network Architects,360,90230,87280,61520,104580
10,6,Mohawk Valley Region, 51-9151,Photographic Process Workers and Processing Machine Operators,n/a,30400,27720,22820,34200
10,7,New York City Region, 33-9091, Crossing Guards,5120,35550,36510,30210,38210
10,10,Western New York Region, 31-9092, Medical Assistants,1610,35420,34850,28290,38980
1,36,New York State, 15-1142, Network and Computer Systems Administrators,25290,94760,90140,59110,112580
10,9,Southern Tier Region, 47-2073,Operating Engineers and Other Construction Equipment Operators,690,55370,47240,36320,64890
10,9,Southern Tier Region, 51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",220,41210,42690,28350,47640
10,5,Long Island Region, 51-8031,Water and Wastewater Treatment Plant and System Operators,680,63110,62640,43590,72870
10,7,New York City Region, 29-2055, Surgical Technologists,2630,59140,57580,42120,67660
10,6,Mohawk Valley Region, 43-9199,"Office and Administrative Support Workers, All Other",130,37280,35050,26870,42490
10,7,New York City Region, 51-9123," Painting, Coating, and Decorating Workers",n/a,39690,34790,26060,46500
10,7,New York City Region, 17-3012, Electrical and Electronics Drafters,750,70350,69590,36800,87130
10,1,Capital Region, 11-9021, Construction Managers,720,87050,80970,66380,97380
10,3,Finger Lakes Region, 29-2035, Magnetic Resonance Imaging Technologists,100,68950,68250,56630,75110
